customer_id,registration_date,acquisition_channel,customer_segment,transaction_date,order_value,product_category
25,2023-07-13,organic,premium,2024-06-25,151.22,Fashion
25,2023-07-13,organic,premium,2024-01-20,93.08,Electronics
25,2023-07-13,organic,premium,2023-11-07,118.38,Fashion
25,2023-07-13,organic,premium,2023-09-09,128.34,Electronics
25,2023-07-13,organic,premium,2023-12-24,120.45,Home
26,2023-05-27,referral,standard,2023-06-08,53.83,Electronics
26,2023-05-27,referral,standard,2023-06-04,65.24,Fashion
26,2023-05-27,referral,standard,2024-05-09,48.7,Books
26,2023-05-27,referral,standard,2023-11-21,112.76,Books
26,2023-05-27,referral,standard,2024-01-02,47.03,Home
26,2023-05-27,referral,standard,2023-10-19,55.54,Electronics
26,2023-05-27,referral,standard,2023-12-25,44.44,Electronics
27,2023-02-15,organic,basic,2023-11-28,42.92,Fashion
27,2023-02-15,organic,basic,2023-10-24,49.86,Books
27,2023-02-15,organic,basic,2023-10-12,30.4,Electronics
27,2023-02-15,organic,basic,2023-11-09,20.93,Fashion
28,2023-11-11,email,basic,2024-09-17,52.54,Fashion
28,2023-11-11,email,basic,2024-05-26,55.16,Electronics
28,2023-11-11,email,basic,2024-05-31,38.44,Fashion
29,2023-03-24,organic,standard,2024-03-27,24.66,Home
29,2023-03-24,organic,standard,2024-04-06,64.59,Fashion
29,2023-03-24,organic,standard,2023-12-17,59.12,Home
29,2023-03-24,organic,standard,2023-10-17,149.95,Electronics
30,2023-12-07,social_media,basic,2024-10-10,19.04,Home
30,2023-12-07,social_media,basic,2024-01-06,63.04,Home
30,2023-12-07,social_media,basic,2024-03-22,21.0,Books
30,2023-12-07,social_media,basic,2024-02-14,34.42,Fashion
30,2023-12-07,social_media,basic,2024-08-25,18.82,Home
30,2023-12-07,social_media,basic,2024-01-19,34.08,Books
31,2023-04-21,organic,premium,2023-10-22,161.84,Home
31,2023-04-21,organic,premium,2023-07-23,111.82,Books
31,2023-04-21,organic,premium,2023-06-21,102.35,Electronics
31,2023-04-21,organic,premium,2023-05-13,94.6,Electronics
31,2023-04-21,organic,premium,2024-03-12,116.21,Fashion
32,2023-02-15,paid_search,standard,2023-10-22,51.31,Home
32,2023-02-15,paid_search,standard,2023-06-16,72.62,Home
33,2023-11-15,paid_search,premium,2024-12-05,216.92,Electronics
33,2023-11-15,paid_search,premium,2024-04-17,142.66,Fashion
33,2023-11-15,paid_search,premium,2024-11-12,131.74,Home
33,2023-11-15,paid_search,premium,2024-08-15,189.55,Home
33,2023-11-15,paid_search,premium,2024-05-25,57.42,Electronics
33,2023-11-15,paid_search,premium,2024-03-13,113.46,Electronics
33,2023-11-15,paid_search,premium,2024-08-14,118.29,Home
33,2023-11-15,paid_search,premium,2024-02-09,95.16,Electronics
33,2023-11-15,paid_search,premium,2023-11-28,108.01,Books
33,2023-11-15,paid_search,premium,2023-12-10,164.69,Electronics
34,2023-05-26,organic,standard,2023-09-04,85.16,Fashion
34,2023-05-26,organic,standard,2023-11-22,92.42,Books
34,2023-05-26,organic,standard,2024-04-05,124.13,Electronics
34,2023-05-26,organic,standard,2024-01-10,58.17,Books
35,2023-01-04,email,premium,2023-02-04,82.26,Books
35,2023-01-04,email,premium,2023-08-21,134.9,Books
35,2023-01-04,email,premium,2023-12-05,116.98,Fashion
35,2023-01-04,email,premium,2023-05-02,96.57,Home
35,2023-01-04,email,premium,2023-03-07,102.28,Electronics
36,2023-07-13,social_media,standard,2023-11-08,53.28,Books
36,2023-07-13,social_media,standard,2023-11-03,84.78,Books
36,2023-07-13,social_media,standard,2023-08-29,94.14,Fashion
37,2023-10-20,paid_search,basic,2023-10-30,44.02,Electronics
37,2023-10-20,paid_search,basic,2024-03-06,29.22,Electronics
37,2023-10-20,paid_search,basic,2024-09-13,43.97,Electronics
38,2023-09-22,social_media,standard,2024-10-02,85.53,Books
38,2023-09-22,social_media,standard,2023-11-21,66.14,Books
38,2023-09-22,social_media,standard,2024-09-05,77.46,Fashion
38,2023-09-22,social_media,standard,2024-08-03,61.86,Fashion
38,2023-09-22,social_media,standard,2024-07-09,78.79,Home
38,2023-09-22,social_media,standard,2023-12-09,61.69,Fashion
39,2023-03-03,paid_search,basic,2023-08-29,43.28,Home
39,2023-03-03,paid_search,basic,2023-07-24,67.89,Electronics
39,2023-03-03,paid_search,basic,2023-08-03,24.34,Fashion
39,2023-03-03,paid_search,basic,2024-01-06,21.57,Books
40,2023-04-14,social_media,premium,2023-07-20,160.54,Electronics
40,2023-04-14,social_media,premium,2023-12-24,148.97,Books
40,2023-04-14,social_media,premium,2023-07-09,118.15,Fashion
40,2023-04-14,social_media,premium,2024-04-01,208.47,Fashion
40,2023-04-14,social_media,premium,2024-02-02,61.19,Electronics
40,2023-04-14,social_media,premium,2023-11-16,146.97,Books
40,2023-04-14,social_media,premium,2023-10-15,311.01,Electronics
40,2023-04-14,social_media,premium,2023-05-31,126.74,Books
40,2023-04-14,social_media,premium,2024-03-11,178.86,Fashion
40,2023-04-14,social_media,premium,2024-02-07,218.61,Home
40,2023-04-14,social_media,premium,2023-06-22,84.28,Home
41,2023-10-30,organic,standard,2024-02-18,57.08,Books
41,2023-10-30,organic,standard,2024-09-10,53.83,Books
41,2023-10-30,organic,standard,2024-09-18,74.43,Electronics
42,2023-10-20,social_media,premium,2024-08-28,82.85,Home
42,2023-10-20,social_media,premium,2024-11-22,86.29,Electronics
42,2023-10-20,social_media,premium,2024-08-24,165.47,Electronics
42,2023-10-20,social_media,premium,2024-03-22,100.75,Electronics
42,2023-10-20,social_media,premium,2024-08-06,154.96,Home
42,2023-10-20,social_media,premium,2024-08-09,59.82,Fashion
42,2023-10-20,social_media,premium,2024-11-14,175.66,Electronics
42,2023-10-20,social_media,premium,2024-02-25,93.87,Home
42,2023-10-20,social_media,premium,2024-10-18,113.32,Electronics
42,2023-10-20,social_media,premium,2024-04-17,131.81,Fashion
42,2023-10-20,social_media,premium,2024-09-28,163.88,Home
42,2023-10-20,social_media,premium,2024-03-18,97.32,Fashion
43,2023-06-05,organic,standard,2024-04-27,57.12,Home
43,2023-06-05,organic,standard,2024-06-18,73.21,Books
43,2023-06-05,organic,standard,2024-01-02,61.2,Electronics
43,2023-06-05,organic,standard,2024-03-17,37.01,Books
43,2023-06-05,organic,standard,2023-06-24,106.17,Books
43,2023-06-05,organic,standard,2023-09-26,31.52,Fashion
44,2023-08-10,social_media,premium,2024-05-24,158.89,Electronics
44,2023-08-10,social_media,premium,2024-06-18,175.73,Home
44,2023-08-10,social_media,premium,2024-06-28,149.01,Electronics
44,2023-08-10,social_media,premium,2024-07-03,85.52,Fashion
44,2023-08-10,social_media,premium,2024-04-15,102.53,Electronics
44,2023-08-10,social_media,premium,2023-11-10,138.98,Home
44,2023-08-10,social_media,premium,2024-04-30,111.65,Fashion
44,2023-08-10,social_media,premium,2024-05-24,107.24,Books
44,2023-08-10,social_media,premium,2024-06-07,107.68,Electronics
45,2023-07-01,organic,standard,2024-03-20,99.12,Electronics
45,2023-07-01,organic,standard,2023-11-29,77.29,Fashion
46,2023-01-02,referral,standard,2023-01-22,90.88,Electronics
46,2023-01-02,referral,standard,2023-10-22,101.75,Fashion
46,2023-01-02,referral,standard,2023-02-24,36.51,Books
46,2023-01-02,referral,standard,2023-12-23,93.69,Books
47,2023-08-12,paid_search,premium,2023-11-29,118.89,Fashion
47,2023-08-12,paid_search,premium,2024-03-14,159.58,Books
47,2023-08-12,paid_search,premium,2024-07-18,141.09,Fashion
47,2023-08-12,paid_search,premium,2024-08-02,95.55,Electronics
47,2023-08-12,paid_search,premium,2024-01-12,119.88,Fashion
47,2023-08-12,paid_search,premium,2024-08-24,101.4,Fashion
47,2023-08-12,paid_search,premium,2023-09-08,131.86,Electronics
47,2023-08-12,paid_search,premium,2024-05-25,129.58,Books
47,2023-08-12,paid_search,premium,2024-04-05,161.14,Electronics
48,2023-11-05,organic,basic,2024-01-08,39.13,Electronics
48,2023-11-05,organic,basic,2024-09-07,33.78,Electronics
48,2023-11-05,organic,basic,2024-08-23,32.72,Books
49,2023-04-23,social_media,standard,2024-02-29,100.56,Electronics
49,2023-04-23,social_media,standard,2023-12-29,58.9,Fashion
49,2023-04-23,social_media,standard,2024-04-22,72.61,Home
49,2023-04-23,social_media,standard,2023-11-10,62.98,Electronics
50,2023-10-23,social_media,standard,2024-04-12,75.28,Home
50,2023-10-23,social_media,standard,2024-02-02,41.25,Books
50,2023-10-23,social_media,standard,2024-08-23,98.67,Electronics
50,2023-10-23,social_media,standard,2023-11-09,68.45,Home
50,2023-10-23,social_media,standard,2023-11-04,84.33,Fashion
51,2023-03-21,email,standard,2023-08-11,64.3,Fashion
51,2023-03-21,email,standard,2023-05-07,72.61,Books
51,2023-03-21,email,standard,2023-12-12,48.1,Home
51,2023-03-21,email,standard,2023-12-16,152.98,Home
51,2023-03-21,email,standard,2023-07-16,54.75,Books
51,2023-03-21,email,standard,2024-01-30,84.2,Home
52,2023-03-23,social_media,premium,2024-03-21,179.05,Books
52,2023-03-23,social_media,premium,2024-03-06,132.0,Fashion
52,2023-03-23,social_media,premium,2024-04-23,155.68,Fashion
52,2023-03-23,social_media,premium,2023-07-09,130.63,Fashion
52,2023-03-23,social_media,premium,2024-01-28,129.59,Home
52,2023-03-23,social_media,premium,2023-11-25,119.29,Electronics
52,2023-03-23,social_media,premium,2023-08-11,145.44,Home
52,2023-03-23,social_media,premium,2023-05-01,113.97,Fashion
52,2023-03-23,social_media,premium,2023-04-21,102.75,Electronics
52,2023-03-23,social_media,premium,2023-11-14,183.15,Electronics
52,2023-03-23,social_media,premium,2023-12-20,104.99,Home
53,2023-12-06,social_media,standard,2024-05-12,108.26,Fashion
53,2023-12-06,social_media,standard,2024-10-25,85.51,Books
54,2023-07-12,referral,premium,2024-07-26,194.74,Fashion
54,2023-07-12,referral,premium,2024-05-02,239.94,Electronics
54,2023-07-12,referral,premium,2024-01-27,98.33,Books
54,2023-07-12,referral,premium,2024-03-28,170.31,Electronics
54,2023-07-12,referral,premium,2024-07-12,195.16,Fashion
54,2023-07-12,referral,premium,2023-10-27,102.74,Electronics
54,2023-07-12,referral,premium,2024-03-27,100.26,Books
55,2023-09-19,email,standard,2024-10-02,107.19,Fashion
55,2023-09-19,email,standard,2024-02-11,58.98,Books
55,2023-09-19,email,standard,2023-09-22,59.31,Books
55,2023-09-19,email,standard,2024-10-04,84.64,Home
56,2023-03-30,social_media,standard,2023-04-28,76.27,Books
56,2023-03-30,social_media,standard,2023-04-24,77.39,Electronics
56,2023-03-30,social_media,standard,2024-04-28,66.38,Home
57,2023-02-07,organic,standard,2023-12-20,55.09,Books
57,2023-02-07,organic,standard,2023-11-18,24.64,Electronics
58,2023-04-25,email,standard,2024-04-12,53.92,Home
58,2023-04-25,email,standard,2023-06-23,60.89,Electronics
58,2023-04-25,email,standard,2024-04-04,52.64,Electronics
58,2023-04-25,email,standard,2023-10-12,77.0,Books
58,2023-04-25,email,standard,2023-05-02,57.95,Electronics
58,2023-04-25,email,standard,2023-12-16,69.13,Home
59,2023-01-23,organic,basic,2023-10-08,41.35,Fashion
59,2023-01-23,organic,basic,2023-04-10,32.71,Books
59,2023-01-23,organic,basic,2023-02-05,35.04,Fashion
60,2023-06-04,referral,standard,2023-08-17,99.92,Books
60,2023-06-04,referral,standard,2023-08-03,65.21,Home
60,2023-06-04,referral,standard,2024-01-12,88.2,Books
60,2023-06-04,referral,standard,2024-05-21,85.76,Books
60,2023-06-04,referral,standard,2024-02-01,87.71,Fashion
61,2023-07-12,organic,premium,2023-08-14,160.86,Fashion
61,2023-07-12,organic,premium,2024-07-13,191.93,Fashion
61,2023-07-12,organic,premium,2023-08-07,117.66,Fashion
61,2023-07-12,organic,premium,2024-02-23,82.97,Home
61,2023-07-12,organic,premium,2024-04-22,113.77,Electronics
61,2023-07-12,organic,premium,2023-09-25,168.01,Home
61,2023-07-12,organic,premium,2024-01-23,177.8,Electronics
61,2023-07-12,organic,premium,2024-07-28,112.25,Electronics
61,2023-07-12,organic,premium,2024-05-10,85.06,Books
62,2023-12-23,social_media,standard,2024-06-03,71.58,Books
62,2023-12-23,social_media,standard,2024-09-22,65.34,Home
62,2023-12-23,social_media,standard,2024-07-18,48.61,Electronics
62,2023-12-23,social_media,standard,2024-05-16,73.32,Electronics
62,2023-12-23,social_media,standard,2024-10-27,66.75,Fashion
63,2023-07-18,social_media,premium,2024-04-16,84.06,Fashion
63,2023-07-18,social_media,premium,2024-03-10,133.91,Books
63,2023-07-18,social_media,premium,2024-06-01,74.71,Fashion
63,2023-07-18,social_media,premium,2023-11-12,77.59,Books
63,2023-07-18,social_media,premium,2024-02-08,216.39,Electronics
63,2023-07-18,social_media,premium,2023-09-28,216.23,Fashion
63,2023-07-18,social_media,premium,2024-07-18,106.91,Home
64,2023-04-05,social_media,standard,2023-05-21,69.92,Fashion
64,2023-04-05,social_media,standard,2023-07-06,49.45,Books
64,2023-04-05,social_media,standard,2023-09-13,65.51,Books
64,2023-04-05,social_media,standard,2024-03-23,70.57,Fashion
64,2023-04-05,social_media,standard,2023-11-16,65.0,Electronics
64,2023-04-05,social_media,standard,2023-06-21,57.05,Books
64,2023-04-05,social_media,standard,2023-09-06,51.83,Home
65,2023-03-31,social_media,basic,2024-01-30,32.17,Books
65,2023-03-31,social_media,basic,2024-02-11,60.28,Books
66,2023-11-24,social_media,basic,2024-02-16,38.97,Books
66,2023-11-24,social_media,basic,2024-12-16,52.5,Home
66,2023-11-24,social_media,basic,2023-11-27,40.23,Home
67,2023-10-24,organic,standard,2024-06-18,51.37,Home
67,2023-10-24,organic,standard,2024-08-28,59.72,Home
67,2023-10-24,organic,standard,2024-08-07,170.37,Fashion
67,2023-10-24,organic,standard,2024-05-22,68.0,Fashion
67,2023-10-24,organic,standard,2023-11-30,49.91,Home
67,2023-10-24,organic,standard,2024-01-25,82.91,Fashion
68,2023-07-26,organic,standard,2023-08-15,177.67,Home
68,2023-07-26,organic,standard,2023-10-30,77.69,Electronics
68,2023-07-26,organic,standard,2024-04-01,67.82,Fashion
68,2023-07-26,organic,standard,2024-06-25,119.43,Fashion
68,2023-07-26,organic,standard,2024-04-13,53.63,Home
68,2023-07-26,organic,standard,2024-03-19,46.51,Fashion
69,2023-02-09,email,standard,2023-02-11,77.14,Electronics
69,2023-02-09,email,standard,2023-03-22,64.14,Fashion
69,2023-02-09,email,standard,2023-12-22,113.47,Home
69,2023-02-09,email,standard,2023-05-04,42.72,Fashion
69,2023-02-09,email,standard,2023-09-28,62.79,Electronics
70,2023-01-28,organic,standard,2023-11-25,50.03,Home
70,2023-01-28,organic,standard,2023-11-27,79.71,Fashion
70,2023-01-28,organic,standard,2023-10-25,63.98,Books
71,2023-04-03,paid_search,basic,2023-09-21,23.72,Home
71,2023-04-03,paid_search,basic,2023-09-25,22.23,Electronics
72,2023-07-23,paid_search,basic,2024-07-27,24.15,Electronics
72,2023-07-23,paid_search,basic,2024-03-24,42.27,Home
72,2023-07-23,paid_search,basic,2024-06-12,37.06,Books
72,2023-07-23,paid_search,basic,2024-04-24,26.76,Electronics
73,2023-08-30,referral,premium,2024-06-26,96.32,Electronics
73,2023-08-30,referral,premium,2024-01-06,139.65,Home
73,2023-08-30,referral,premium,2024-05-20,104.58,Home
73,2023-08-30,referral,premium,2023-11-24,100.42,Home
73,2023-08-30,referral,premium,2024-06-15,116.35,Fashion
73,2023-08-30,referral,premium,2024-01-22,119.04,Fashion
73,2023-08-30,referral,premium,2024-01-13,134.22,Home
73,2023-08-30,referral,premium,2024-07-23,139.71,Electronics
73,2023-08-30,referral,premium,2024-06-27,126.68,Home
73,2023-08-30,referral,premium,2024-01-19,150.36,Electronics
74,2023-10-31,social_media,premium,2024-03-11,164.28,Fashion
74,2023-10-31,social_media,premium,2024-12-01,142.38,Electronics
74,2023-10-31,social_media,premium,2024-08-05,176.69,Books
74,2023-10-31,social_media,premium,2024-09-05,110.95,Home
74,2023-10-31,social_media,premium,2024-01-28,167.38,Fashion
74,2023-10-31,social_media,premium,2024-05-17,77.39,Home
74,2023-10-31,social_media,premium,2024-09-11,233.03,Books
74,2023-10-31,social_media,premium,2024-08-17,167.52,Books
74,2023-10-31,social_media,premium,2024-02-10,126.27,Fashion
74,2023-10-31,social_media,premium,2024-09-25,97.27,Fashion
74,2023-10-31,social_media,premium,2024-07-22,161.1,Books
74,2023-10-31,social_media,premium,2024-02-25,108.86,Electronics
75,2023-06-03,organic,premium,2024-05-04,150.68,Electronics
75,2023-06-03,organic,premium,2024-03-21,130.56,Home
75,2023-06-03,organic,premium,2023-07-24,95.71,Electronics
75,2023-06-03,organic,premium,2024-06-10,110.31,Books
75,2023-06-03,organic,premium,2023-06-30,122.1,Books
75,2023-06-03,organic,premium,2023-10-25,151.17,Fashion
75,2023-06-03,organic,premium,2023-11-08,89.18,Books
75,2023-06-03,organic,premium,2023-09-01,159.13,Electronics
75,2023-06-03,organic,premium,2024-05-18,141.53,Fashion
75,2023-06-03,organic,premium,2023-07-12,89.75,Electronics
75,2023-06-03,organic,premium,2023-11-09,100.19,Fashion
76,2023-10-25,referral,standard,2024-04-15,77.05,Fashion
76,2023-10-25,referral,standard,2023-12-11,72.62,Fashion
76,2023-10-25,referral,standard,2024-07-28,82.39,Fashion
77,2023-08-08,organic,standard,2024-05-27,96.49,Books
77,2023-08-08,organic,standard,2023-10-07,53.23,Home
77,2023-08-08,organic,standard,2024-02-26,83.47,Fashion
77,2023-08-08,organic,standard,2024-04-06,85.87,Electronics
77,2023-08-08,organic,standard,2024-01-30,81.4,Electronics
77,2023-08-08,organic,standard,2023-12-05,62.82,Electronics
78,2023-05-30,organic,standard,2024-02-08,61.44,Home
78,2023-05-30,organic,standard,2023-08-23,56.9,Fashion
78,2023-05-30,organic,standard,2024-04-17,39.97,Electronics
78,2023-05-30,organic,standard,2024-01-26,38.72,Home
79,2023-10-07,organic,premium,2024-09-24,73.56,Electronics
79,2023-10-07,organic,premium,2024-10-20,192.82,Fashion
79,2023-10-07,organic,premium,2024-04-20,174.0,Books
79,2023-10-07,organic,premium,2023-10-12,112.51,Books
79,2023-10-07,organic,premium,2023-11-03,80.15,Books
79,2023-10-07,organic,premium,2023-11-26,153.65,Home
80,2023-10-27,paid_search,standard,2024-08-22,103.74,Home
80,2023-10-27,paid_search,standard,2024-05-22,86.21,Fashion
80,2023-10-27,paid_search,standard,2024-04-02,112.57,Electronics
80,2023-10-27,paid_search,standard,2024-11-26,63.85,Books
80,2023-10-27,paid_search,standard,2023-10-30,50.44,Electronics
80,2023-10-27,paid_search,standard,2024-10-21,63.66,Books
80,2023-10-27,paid_search,standard,2024-10-25,88.27,Books
81,2023-08-19,email,standard,2024-06-06,49.5,Electronics
81,2023-08-19,email,standard,2024-01-17,55.3,Electronics
81,2023-08-19,email,standard,2024-05-03,46.95,Home
82,2023-09-06,social_media,standard,2024-08-13,38.49,Books
82,2023-09-06,social_media,standard,2024-05-02,100.89,Electronics
82,2023-09-06,social_media,standard,2023-10-18,135.11,Fashion
82,2023-09-06,social_media,standard,2024-04-09,85.86,Fashion
82,2023-09-06,social_media,standard,2024-02-11,56.69,Home
82,2023-09-06,social_media,standard,2023-09-20,79.73,Electronics
83,2023-06-12,organic,standard,2024-04-17,92.04,Electronics
83,2023-06-12,organic,standard,2023-09-30,43.34,Books
83,2023-06-12,organic,standard,2024-04-17,59.96,Home
83,2023-06-12,organic,standard,2024-07-06,92.58,Electronics
83,2023-06-12,organic,standard,2023-10-31,58.3,Fashion
84,2023-01-25,organic,premium,2023-03-09,113.45,Fashion
84,2023-01-25,organic,premium,2023-06-04,89.8,Home
84,2023-01-25,organic,premium,2023-01-30,136.0,Home
84,2023-01-25,organic,premium,2023-10-18,117.19,Fashion
84,2023-01-25,organic,premium,2023-10-05,76.97,Home
84,2023-01-25,organic,premium,2023-03-22,100.28,Electronics
84,2023-01-25,organic,premium,2023-05-04,71.18,Electronics
84,2023-01-25,organic,premium,2023-12-20,97.0,Home
84,2023-01-25,organic,premium,2023-04-15,155.06,Books
85,2023-09-09,social_media,standard,2024-04-17,81.32,Home
85,2023-09-09,social_media,standard,2024-03-05,139.09,Home
85,2023-09-09,social_media,standard,2024-01-03,117.08,Home
86,2023-01-07,paid_search,standard,2023-03-10,50.94,Home
86,2023-01-07,paid_search,standard,2023-09-10,78.62,Home
86,2023-01-07,paid_search,standard,2023-11-17,105.51,Books
86,2023-01-07,paid_search,standard,2024-01-31,51.95,Books
87,2023-07-10,paid_search,standard,2023-08-13,69.35,Books
87,2023-07-10,paid_search,standard,2023-10-30,66.46,Electronics
